Lemma;s.Genitiv;es.Genitiv
Wasserplatz;0;3
Wasserstand;0;3
Web-Dienst;0;3
Wechselkurs;0;3
Weihnachtskleid;0;3
Weingut;0;3
Werbejahr;0;3
Wertgesetz;0;3
Wildwuchs;0;3
Windrad;0;3
Wissenschaftsbereich;0;3
Wissenschaftszeitvertragsgesetz;0;3
Wissenswert;0;3
Wunschland;0;3
Zahn;0;3
Zahnfleisch;0;3
Zensurgesetz;0;3
Zertifizierungsprozess;0;3
Zeugniss;0;3
Zivilschutz;0;3
Zusatz;0;3
Zuschuss;0;3
Zwergland;0;3
Ähnlich;0;3
Übergangsrat;0;3
Überschuss;0;3
Übertragungsnetz;0;3
ALG-II-Regelsatz;0;2
AStA-Vorsitz;0;2
Abflug;0;2
Abfluss;0;2
Abischerz;0;2
Ablass;0;2
Absatzmarkt;0;2
Abschleppdienst;0;2
Abschlusszeugniss;0;2
Abstimmungsergebniss;0;2
Abstraktionsaufwand;0;2
Abtransport;0;2
Abwasserbetrieb;0;2
Achtstunden-Tag;0;2
Adventur;0;2
Aggregatzustand;0;2
Airportdienstprogramm;0;2
Aktenvermerk;0;2
Aktionsbrief;0;2
Aktionsnetzwerk;0;2
Alias;0;2
Alpha-Mond;0;2
Altersgeld;0;2
Alterungsprozess;0;2
Altstadthaus;0;2
Angerdorf;0;2
Ankündigungstext;0;2
Anonymisierungsdienst;0;2
Anschaffungspreis;0;2
Anti-Homosexuellen-Gesetz;0;2
Anti-Korruptionsgesetz;0;2
Antidiskriminierungsgesetz;0;2
Antirassismustag;0;2
Antiterrorkampf;0;2
Anwaltsnotdienst;0;2
Anzeigenmarkt;0;2
Anzeigennetzwerk;0;2
Apachetanz;0;2
Apartheidsstaat;0;2
Applegerät;0;2
Aprilscherz;0;2
Arbeiterkind;0;2
Arbeitmarkt;0;2
Arbeitnehmerschutz;0;2
Arbeitsdienst;0;2
Arbeitsergebniss;0;2
Arbeitsfeld;0;2
Arbeitslosenversicherungsgesetz;0;2
Arbeitspreis;0;2
Arbeitszwang;0;2
Argon-Verlag;0;2
Arktiseis;0;2
Armaturenbrett;0;2
Artenverlust;0;2
Assoziierungsprozess;0;2
Atemstillstand;0;2
Atomausstiegsgesetz;0;2
Auenerhalt;0;2
Aufenthaltsgesetz;0;2
Aufgang;0;2
Aufstiegslied;0;2
Aufzählungspunkt;0;2
Auland;0;2
Ausbildungsgrad;0;2
Ausbildungsplatz;0;2
Ausbreitungskonzept;0;2
Ausgangspunkt;0;2
Aushandlungsprozess;0;2
Aushängeschild;0;2
Ausonius-Preis;0;2
Ausschank;0;2
Ausstellungsort;0;2
Ausstellungsprojekt;0;2
Ausstellungsraum;0;2
Austragungsort;0;2
Automarkt;0;2
Axel-Springer-Preis;0;2
BDK-Beschluss;0;2
BMW-Werk;0;2
BND-Untersuchungsauschuss;0;2
Backtag;0;2
Badeschaum;0;2
Badetuch;0;2
Baggergut;0;2
Bahn-Bauprojekt;0;2
Bahnamt;0;2
Bahnbereich;0;2
Bahnhofsdach;0;2
Bahnnetz;0;2
Bandscheibenvorfall;0;2
Bann;0;2
Bannkreis;0;2
Bart;0;2
Basisverzeichniss;0;2
Bass;0;2
Baubescheid;0;2
Bauchumfang;0;2
Bauernbund;0;2
Bauernverband;0;2
Beamerbild;0;2
Beamtenstand;0;2
Beauftragtendienst;0;2
Befreiungskampf;0;2
Beförderungsdienst;0;2
Begleitband;0;2
Behinderten-Parkausweis;0;2
Behindertenausweis;0;2
Behindertengleichstellungsgesetz;0;2
Beispiel-Objekt;0;2
Benefizkonzert;0;2
Benutzerhandbuch;0;2
Bergbauprojekt;0;2
Bergland;0;2
Bergsturz;0;2
Berufsheer;0;2
Besatzungsstatut;0;2
Besetzerrat;0;2
Bestandsdatengesetz;0;2
Bestandsschutz;0;2
Besuchstag;0;2
Besäufniss;0;2
Betreuungsangebot;0;2
Betreuungsgericht;0;2
Betriebegesetz;0;2
Betäubungsmittelschutzgesetz;0;2
Bewerberkreis;0;2
Bewusstseinszustand;0;2
Beziehungsverhältniss;0;2
Bezirkshaushalt;0;2
Bezirksstadtrat;0;2
Bienenstock;0;2
Bierglas;0;2
Bierpreis;0;2
Bildkomplex;0;2
Bildniss;0;2
Bildraum;0;2
Bildungsmarkt;0;2
Billiggerät;0;2
Binnenmeer;0;2
Biowurstbrot;0;2
Bischofssitz;0;2
Biskuitteig;0;2
Blasphemieverbot;0;2
Blechross;0;2
Blindenvertrag;0;2
Blitzortungsgerät;0;2
Blockadebündniss;0;2
Blocksatz;0;2
Blockwalzwerk;0;2
Blogging-Verständniss;0;2
Blogmonitoring-Dienst;0;2
Bluetooth-Dienst;0;2
Blumenkranz;0;2
Boardnetz;0;2
Bodenwert;0;2
Boxkampf;0;2
Branchenblatt;0;2
Breitband-Internetanschluss;0;2
Brustkrebs;0;2
Brötchenteig;0;2
Bucheinband;0;2
Buchenholz;0;2
Buchmesse-Schwerpunkt;0;2
Buchumsatz;0;2
Buchverlag;0;2
Bundesdienstrecht;0;2
Bundesfinanzausgleich;0;2
Bundesfinanzrat;0;2
Bundesforst;0;2
Bundesgebiet;0;2
Bundesgeneralstaatsanwalt;0;2
Bundeskleingartengesetz;0;2
Bundesnaturschutzgesetz;0;2
Bundespressamt;0;2
Bundestags-Kulturausschuss;0;2
Bundestagsbeschluss;0;2
Bundesverfassungs-Gericht;0;2
Bundesverfassungsgesetz;0;2
Bundeswahlausschuss;0;2
Burgenland;0;2
Burghof;0;2
Bypass;0;2
Bällebad;0;2
Bärental;0;2
Büchergeld;0;2
Büchner-Preis;0;2
Büchnerpreis;0;2
Bühnenraum;0;2
Bürgerhaus;0;2
Bürgerwald;0;2
Bürotag;0;2
CD-Umsatz;0;2
CDU-FDP-Sieg;0;2
Cache-Verzeichniss;0;2
Caritasverband;0;2
Change-Prozess;0;2
Chanukka-Fest;0;2
Charakterbild;0;2
Christkind;0;2
Chromosomensatz;0;2
Citti-Projekt;0;2
Commerzbank-Haus;0;2
Computereinsatz;0;2
Concorde-Flugzeug-Absturz;0;2
Contentbereich;0;2
Contra-Krieg;0;2
DAH-Verband;0;2
DFG-Projekt;0;2
Dammtorwall;0;2
Darwin-Jahr;0;2
Datenfluss;0;2
Datenschutzverstoß;0;2
Deich;0;2
Delegiertenrat;0;2
Demokratisierungsprozess;0;2
Denkanstoß;0;2
Denkmalsschutz;0;2
Derartig;0;2
Dezimalwert;0;2
Dharmarad;0;2
Dialogorientierungs-Index;0;2
Dienstleistungsergebniss;0;2
Dienstleistungsvertrag;0;2
Dienstverhältniss;0;2
Digitalisierungsprojekt;0;2
Doktorgrad;0;2
Dominoeffekt;0;2
Doppelhaushalt;0;2
Downloadmarkt;0;2
Drehkreuz;0;2
Drogenreferat;0;2
Dunkelfeld;0;2
Dunstkreis;0;2
Duplikat;0;2
Dönermann;0;2
Düngereinsatz;0;2
E-Brief;0;2
E-Learning-Preis;0;2
EK-Steuersatz;0;2
EN-Kreis;0;2
EU-Abgeordnetenhaus;0;2
EU-Amtshilfegesetz;0;2
EU-Ausschuss;0;2
EU-Klimaschutz-Zielwert;0;2
EU-Mitgliedsstaat;0;2
EU-Rahmenbeschluss;0;2
EU-Raum;0;2
EU-Verkaufsverbot;0;2
Eckhaus;0;2
Ehehinderniss;0;2
Ehrenkreuz;0;2
Ehrenwort;0;2
Ehrgeiz;0;2
Eidechsenmann;0;2
Einführungsprozess;0;2
Eingangstext;0;2
Einkommensverteilungsprozess;0;2
Einlass;0;2
Einsteinturm;0;2
Einwanderungsgesetz;0;2
Einwand;0;2
Einwegpfand;0;2
Einzelfallgesetz;0;2
Einzelhandelsverband;0;2
Einzelverkaufspreis;0;2
Eisdielenbesuch;0;2
Eisstoß;0;2
Eiweiss;0;2
Eiweißstoff;0;2
Empfänger-Schwingkreis;0;2
Endergebniss;0;2
Endpreis;0;2
Energieeinsatz;0;2
Energieerhaltungssatz;0;2
Energiemarkt;0;2
Energieumsatz;0;2
Energiewirtschaftsgesetz;0;2
Englischkurs;0;2
Engpass;0;2
Entfremdungsgefühl;0;2
Entscheidungsnetz;0;2
Entwicklungskonzept;0;2
Entwässerungsplan;0;2
Erbschaftskrieg;0;2
Erdrutsch;0;2
Erfahrungshorizont;0;2
Erfolgsrezept;0;2
Erforderlichkeitsgrundsatz;0;2
Erguss;0;2
Erhaltungskonzept;0;2
Erich-Fromm-Preis;0;2
Erlass-Jahr;0;2
Ermessensspielraum;0;2
Erneuerungsprozess;0;2
Ersatz;0;2
Ersatzreisedokument;0;2
Erscheinungsjahr;0;2
Erstkontakt;0;2
Erwachsenen-Regelsatz;0;2
Erwartungswert;0;2
Erziehungsgeld;0;2
Erzählfluss;0;2
Eröffnungstag;0;2
Euro-Gebiet;0;2
Europa-Ausschuss;0;2
Eventblitz;0;2
Ex-Freund;0;2
Exekutivrat;0;2
Exfreund;0;2
Existenzenkreis;0;2
Exklusivrecht;0;2
Exmann;0;2
Expertenrat;0;2
F-Wort;0;2
Fabrikschiff;0;2
Facebook-Börsengang;0;2
Fachbeirat;0;2
Fachwerkhaus;0;2
Fahrzeugbestand;0;2
Familienbild;0;2
Familienhaus;0;2
Familienstand;0;2
Familienverbund;0;2
Faulpelz;0;2
Federbusch;0;2
Fehlurteil;0;2
Feldberg;0;2
Feldkirch-Aufenthalt;0;2
Fellmann;0;2
Fensterspalt;0;2
Ferientag;0;2
Fernreich;0;2
Fernsehgerät;0;2
Fertigungsland;0;2
Festnetzanschluss;0;2
Festnetztelefonat;0;2
Festplattenkopf;0;2
Festplatz;0;2
Festsaal;0;2
Festsetzungsbetrag;0;2
Festspielhaus;0;2
Festtag;0;2
Feuerwehrfest;0;2
Filmförderungsgesetz;0;2
Finanzbund;0;2
Finanznachrichtendienst;0;2
Fingerglied;0;2
Fischerdorf;0;2
Fischereischutzverband;0;2
Fischernetz;0;2
Fleischgenuss;0;2
Flickr-Bild;0;2
Fluchtweg;0;2
Flugfeld;0;2
Flughafenbetrieb;0;2
Flugtag;0;2
Flussgott;0;2
Flächenland;0;2
Flöz;0;2
Flüchtlingsrat;0;2
Flüssigkeitsaustausch;0;2
Foliensatz;0;2
Formblatt;0;2
Forschungsansatz;0;2
Forsthaus;0;2
Fotoarchiv;0;2
Fraktionsstammtisch;0;2
Frauenhausbesuch;0;2
Freidenker-Verband;0;2
Freidenkerbund;0;2
Freigeist;0;2
Freihafengebiet;0;2
Freilauf;0;2
Friedensdorf;0;2
Friedensplan;0;2
Friedensschluss;0;2
Fruchtsaft;0;2
Fruchtstand;0;2
Frust;0;2
Frühlingspunkt;0;2
Fuchsbandwurm;0;2
Fuhrwerk;0;2
Fundstück;0;2
Fußweg;0;2
Förderkreis;0;2
Fördertopf;0;2
Fürstentag;0;2
G-Heinemann-Bürgerpreis;0;2
GO-Antrag;0;2
Gamespreis;0;2
Ganztagsschulverband;0;2
Gartentisch;0;2
Gasfeld;0;2
Gaspreis;0;2
Gastrointestinaltrakt;0;2
Gaststättengesetz;0;2
Gaststättenverband;0;2
Gastwirtschaftspatent;0;2
Gaza-Krieg;0;2
Geberland;0;2
Gebirgsbach;0;2
Gebirgszug;0;2
Geburtsgeschlecht;0;2
Geburtshoroskop;0;2
Geburtsjahr;0;2
Geburtsland;0;2
Gebäudewert;0;2
Gedankenfluss;0;2
Gefahrengebiet;0;2
Geheimdienstapparat;0;2
Gehörlosen-Bund;0;2
Gehörlosenbund;0;2
Geisterhaus;0;2
Geldstück;0;2
Geldwert;0;2
Gemeindewerk;0;2
Gemeinschaftskodex;0;2
Gemeinschaftskraftwerk;0;2
Gemüsekurs;0;2
Gen-Mais;0;2
Gendefekt;0;2
Gentechnikgesetz;0;2
Gentest;0;2
Gerichtsstand;0;2
Germanenstamm;0;2
Gerätepreis;0;2
Gesamthaushalt;0;2
Gesamtmark;0;2
Gesamtplan;0;2
Gesamtpreis;0;2
Geschichtsverständniss;0;2
Geschmacksmustergesetz;0;2
Geschoss;0;2
Geschwisterpaar;0;2
Geschwätz;0;2
Geschäftsgeheimniss;0;2
Geschäftskonzept;0;2
Geschäftsstellenhaus;0;2
Geschöpf;0;2
Gesellschafterkreis;0;2
Gesetzgebungsprozess;0;2
Gesundheitsschutz;0;2
Getreidegott;0;2
Getränkeausschank;0;2
Gewerbebetrieb;0;2
Gewerbeflächenmarkt;0;2
Giftgas-Einsatz;0;2
Giftgaseinsatz;0;2
Giftmord;0;2
Giftstoff;0;2
Ginsengextrakt;0;2
Glaubensbekenntniss;0;2
Glaubenssatz;0;2
Glaubensweg;0;2
Gleichbehandlungsgrundsatz;0;2
Gleichstellungsreferat;0;2
Glied;0;2
Glühweinstand;0;2
Goldfluss;0;2
Golfball;0;2
Gottesgeist;0;2
Gottesvolk;0;2
Granulat;0;2
Grat;0;2
Grenzort;0;2
Griesplatz;0;2
Grillgut;0;2
Grillrost;0;2
Grinsebackenschokokind;0;2
Großereigniss;0;2
Groß;0;2
Großmarkt;0;2
Großverlag;0;2
Grubenhaus;0;2
Grundbedürfniss;0;2
Grundgesetzschutz;0;2
Grundschulunterricht;0;2
Grundsgesetz;0;2
Grundverständniss;0;2
Gruppengeist;0;2
Gründungskongress;0;2
Gründungstext;0;2
Gummiland;0;2
Gästehaus;0;2
Gültigkeitsbereich;0;2
Güterzug;0;2
HDS-Kurs;0;2
Haarverlust;0;2
Haarwuchs;0;2
Hackfleisch;0;2
Hackgemisch;0;2
Haferkeks;0;2
Haftaufenthalt;0;2
Hallenplan;0;2
Handelsweg;0;2
Handgelenk;0;2
Handrührgerät;0;2
Hardware-Markt;0;2
Hartz-IV-Satz;0;2
Hartz-Regelsatz;0;2
Hasenfest;0;2
Hatz-IV-Regelsatz;0;2
Hauptberg;0;2
Hauptgang;0;2
Hauptmarkt;0;2
Hauptpostamt;0;2
Hauptrechenknecht;0;2
Hausarrest;0;2
Hausbesuch;0;2
Haushaltsauschuss;0;2
Heim-Beatmungs-Gerät;0;2
Heimatstaat;0;2
Heimnetz;0;2
Heinen-Verlag;0;2
Heiratsantrag;0;2
Heizenergieverbrauch;0;2
Heizkostenzuschuss;0;2
Hemmerwald;0;2
Herkunftsstaat;0;2
Herstellungs-Prozess;0;2
Herzmann;0;2
Hilbert-Programm;0;2
Himmelfahrtstag;0;2
Hindugott;0;2
Hinterkopf;0;2
Hip-Hop-Tanz;0;2
Hirsch;0;2
Hirtenamt;0;2
Hirterplakat;0;2
Hitler-Attentat;0;2
Hitler-Gruß;0;2
Hochpunkt;0;2
Hochsauerlandkreis;0;2
Hochschulbauförderungsgesetz;0;2
Hochschulfreiheitsgesetz;0;2
Hochwasserschutz;0;2
Hochzeitshaus;0;2
Honigglas;0;2
Hospiz;0;2
Hubschrauberlandeplatz;0;2
Hundbuch;0;2
Hämoglobinwert;0;2
Höchstbetrag;0;2
Hörbuchmarkt;0;2
Hörgeschädigtenverband;0;2
Hütehund;0;2
ID-Attribut;0;2
IKEA-Markt;0;2
IVD-Bericht;0;2
Ideenaustausch;0;2
Indianerstamm;0;2
Indiz;0;2
Industriegebiet;0;2
Industriestandort;0;2
Infekt;0;2
Informantenschutz;0;2
Informationsbedürfniss;0;2
Informationsüberschuss;0;2
Inhaltstoff;0;2
Initiativkreis;0;2
Institutshaushalt;0;2
Institutsrat;0;2
Integrationsamt;0;2
Interessensausgleich;0;2
Internet-Anonymisierungs-Dienst;0;2
Internet-Datenschutz;0;2
Internet-Verweis;0;2
Internetwahlkampf;0;2
Italienischunterricht;0;2
Jahresschwerpunkt;0;2
Jesusgebet;0;2
Johannesbrief;0;2
Jugendplatz;0;2
KP-Jugendverband;0;2
Kabelanschluss;0;2
Kaiserdom;0;2
Kakaogott;0;2
Kamerabild;0;2
Kampfbund;0;2
Kampfgeist;0;2
Kapitalfluss;0;2
Kapitalkreislauf;0;2
Kaplaneihaus;0;2
Karriereentwicklungspfad;0;2
Kartellverstoß;0;2
Karten-Dienst;0;2
Kartoffelpufferrezept;0;2
Kassettenrekord;0;2
Katalogbuch;0;2
Katastrophennotstand;0;2
Kausalitätsnachweis;0;2
Keks;0;2
Kelch;0;2
Killesberg-Turm;0;2
Kinderbuchverlag;0;2
Kinderdienst;0;2
Kindergartenfest;0;2
Kinderhospiz;0;2
Kindes-Mord;0;2
Kirchenamt;0;2
Kirchenbeitrag;0;2
Kirchenhaus;0;2
Kirchenmann;0;2
Kitaplatz;0;2
Klausberg;0;2
Kleinbürgerrecht;0;2
Klettverschluss;0;2
Klimagift;0;2
Klimaschutzgesetz;0;2
Klimaschutzkonzept;0;2
Koalitionspakt;0;2
Kohlenstoff;0;2
Kollegenkreis;0;2
Kommunal-Wahlrecht;0;2
Kommunikationsprozess;0;2
Kommunikationsweg;0;2
Komplettpaket;0;2
Kondensatorfeld;0;2
Konkurrenzkampf;0;2
Konstruktionsprozess;0;2
Kontaktverhältniss;0;2
Kontrollnetz;0;2
Konzernumsatz;0;2
Koordinierungsausschuss;0;2
Kraftakt;0;2
Krafttier;0;2
Kreativbereich;0;2
Krebsinformationsdienst;0;2
Kreuzband;0;2
Kreuzestod;0;2
Kreuzweg;0;2
Kriegseinsatz;0;2
Kritikpunkt;0;2
Krongut;0;2
Kronprinzenpaar;0;2
Kruzifix;0;2
Kugelkopf;0;2
Kulturgütermarkt;0;2
Kulturraum;0;2
Kulturstandort;0;2
Kundenkontakt;0;2
Kundenwunsch;0;2
Kunsthaus;0;2
Kuraufenthalt;0;2
Kurierdienst;0;2
Kuriositätswert;0;2
Kursabschnitt;0;2
Kurstag;0;2
Kurzmitteilungsdienst;0;2
Kurznachrichtendienst;0;2
Kurzprosabuch;0;2
Kälteschutz;0;2
Käseblatt;0;2
Künstlersozialversicherungsgesetz;0;2
Kürbisbrot;0;2
Kürbiss;0;2
Küstenort;0;2
LED-Blitz;0;2
Ladeprozess;0;2
Ladezustand;0;2
Lagerplatz;0;2
Landarzt;0;2
Landbesitz;0;2
Landeanflug;0;2
Landeskind;0;2
Landeskulturbeirat;0;2
Landesnaturschutzgesetz;0;2
Landesparlament;0;2
Landesssicherheitsgesetz;0;2
Landesverfassungsschutz;0;2
Landesverlag;0;2
Landeswaldgesetz;0;2
Landhaus;0;2
Landschaftswall;0;2
Landvolk;0;2
Langnese-Eis;0;2
Lastenausgleichsgesetz;0;2
Lastenheft;0;2
Laubbaum;0;2
Laubgehölz;0;2
Laufhaus;0;2
Laut;0;2
Lautstärkeknopf;0;2
Lebenmittelpunkt;0;2
Leerstandszahlenstreit;0;2
Leerverkauf;0;2
Lehrinhalt;0;2
Leistungsangebot;0;2
Leistungsauftrag;0;2
Leistungskampf;0;2
Leistungsschutzgesetz;0;2
Leistungsvertrag;0;2
Leitzins;0;2
Lernpfad;0;2
Lernstress;0;2
Leugnungsverbot;0;2
Libanon-Krieg;0;2
Lichtbildausweis;0;2
Lichthof;0;2
Liebesrausch;0;2
Lieblingskind;0;2
Liedtext;0;2
Lieferdienst;0;2
Lift;0;2
Linienbuss;0;2
Linuxtag;0;2
Literaturkurs;0;2
Los;0;2
Lottolos;0;2
Lotus-Effekt;0;2
Luftfahrtverkehrsamt;0;2
Luftgeist;0;2
Luftschiff;0;2
Luftwiderstand;0;2
Luxuswohnprojekt;0;2
Luziferband;0;2
Lärmschutzwall;0;2
Lösegeld;0;2
MAD-Magazin;0;2
Maastrichtvertrag;0;2
Machtdiskurs;0;2
Magenkrebs;0;2
Main-Kinzig-Kreis;0;2
Malgrund;0;2
Malprozess;0;2
Mannschaftsarzt;0;2
Marineverband;0;2
Markenschutz;0;2
Mass;0;2
Matrikelamt;0;2
Mayenhof;0;2
Media-Markt;0;2
Medien-Netzwerk;0;2
Medienausschuss;0;2
Medienkrieg;0;2
Medienpreis;0;2
Medikamentenmarkt;0;2
Medizindatenschutz;0;2
Meeresschutz;0;2
Mehrerlös;0;2
Mehrfamilienhaus;0;2
Meinungsmarkt;0;2
Meister-Eckhardt-Preis;0;2
Meldeamt;0;2
Meldegesetz;0;2
Menschenschlag;0;2
Merkblatt;0;2
Mietenstopp-Bündniss;0;2
Mieterbeirat;0;2
Mietwohnungsmarkt;0;2
Mikrobloggingdienst;0;2
Mileston;0;2
Mindestmaß;0;2
Miniaturwunderland;0;2
Mitmach-Kinderbuch;0;2
Mittagstisch;0;2
Mitteleinsatz;0;2
Mittelkreis;0;2
Modellprojekt;0;2
Mondjahr;0;2
Moos;0;2
Morast;0;2
Motorboot;0;2
Mountpunkt;0;2
Mullahstaat;0;2
Mummenschanz;0;2
Musikgenuss;0;2
Musikindustrieverband;0;2
Mustersatz;0;2
Mutterland;0;2
Mutterleib;0;2
Mutterschiff;0;2
Mädchenhaus;0;2
Männerbund;0;2
NATO-Luftangriff;0;2
NATO-Militärausschuss;0;2
NS-Vernichtungsapparat;0;2
Nachrichten-Angebot;0;2
Nachrichten-Magazin;0;2
Nachtisch;0;2
Nachtschlaf;0;2
Nacktbild;0;2
Naivitätsverlust;0;2
Namenszusatz;0;2
Nationalkongress;0;2
Naturbad;0;2
Naturdenkmalschild;0;2
Naturschutzdienst;0;2
Nebenprodukt;0;2
Nennwert;0;2
Neonaziaufmarsch;0;2
Netzanschluss;0;2
Netzinfrastrukturbetrieb;0;2
Netzsperren-Gesetz;0;2
Neugründungsgesetz;0;2
Neujahrstag;0;2
Neupreis;0;2
Neuralrohr;0;2
Neuvertrag;0;2
Newsportal;0;2
Nichtbesitz;0;2
Normalfahrpreis;0;2
Normalwert;0;2
Normalzustand;0;2
Notfalldatensatz;0;2
Nudeltag;0;2
Nudelteig;0;2
Nähkurs;0;2
OCR-Text;0;2
ORF-Angebot;0;2
Oberamtsrat;0;2
Oktoberstreik;0;2
Online-Wahlkampf;0;2
Operettenhaus;0;2
Opferverband;0;2
Ordnungsdienst;0;2
Organisationsprozess;0;2
Originaldokument;0;2
Ortenaukreis;0;2
Ortsbeiratsantrag;0;2
PAL-Feld;0;2
PM-Bereich;0;2
PR-Staatspreis;0;2
Pachtverhältniss;0;2
Packeis;0;2
Paketdienst;0;2
Parteibildungsprozess;0;2
Parteibuch;0;2
Parteifreund;0;2
Parteivorsitz;0;2
Passwortschutz;0;2
Pastakochkurs;0;2
Patientenbeirat;0;2
Patientenrechtegesetz;0;2
Pausenbrot;0;2
Personalbestand;0;2
Personaldatenschutz;0;2
Personenbeförderungsgesetz;0;2
Petitionstext;0;2
Petrusgrab;0;2
Pferch;0;2
Pharmalobby-Kampfblatt;0;2
Philosophiertag;0;2
Pilotenengpass;0;2
Pinselstrich;0;2
Piraten-Standpunkt;0;2
Pirateneinsatz;0;2
Piratenpartei-Vorstand;0;2
Piratenverband;0;2
Placebo-Erlebniss;0;2
Plattenhaus;0;2
Platzverlust;0;2
Plugin-Konflikt;0;2
Polareis;0;2
Postgeheimniss;0;2
Postionspapier;0;2
Praxisbegriff;0;2
Praxisführungsausschuss;0;2
Praxisjahr;0;2
Praxistag;0;2
Pressegesetz;0;2
Print-Markt;0;2
Print-Produkt;0;2
Privathaus;0;2
Privatisierungskurs;0;2
Problemkreis;0;2
Produktbild;0;2
Produkthaftungsgesetz;0;2
Produktionsapparat;0;2
Produktionsschritt;0;2
Produktivitätswerkzeug;0;2
Profi-Programm;0;2
Profilbild;0;2
Profilkurs;0;2
Projektjahr;0;2
Projekttag;0;2
Promotionsprojekt;0;2
Prosaband;0;2
Prosatext;0;2
Prostitutionsmarkt;0;2
Protestlied;0;2
Provinznest;0;2
Proxi;0;2
Prozessverlauf;0;2
Präsidentenamt;0;2
Präsidentenpalast;0;2
Präsidentschaftswahl-Ergebniss;0;2
Präventionsstaat;0;2
Quadratmeterpreis;0;2
Qualitätsmanagementprozess;0;2
Quelldokument;0;2
Quietschball;0;2
Rathausplatz;0;2
Ratsstandpunkt;0;2
Rauschzustand;0;2
Rechtausschuss;0;2
Rechtsgebiet;0;2
Redaktionsgeheimniss;0;2
Regenband;0;2
Regierungsbeitritt;0;2
Reichsforst;0;2
Reiseplan;0;2
Rektorenpalast;0;2
Reportagepreis;0;2
Resetknopf;0;2
Rettungsschiff;0;2
Rezeptionsprozess;0;2
Rezidivverdacht;0;2
Riesenrad;0;2
Rittergut;0;2
Roboterarm;0;2
Rohr;0;2
Rosenkranz;0;2
Rosteffekt;0;2
Routenverlauf;0;2
Ruhegeld;0;2
Ruhezustand;0;2
Rundholz;0;2
Römerbrief;0;2
Rückstand;0;2
Rückumschlag;0;2
SD-Kartenlesegerät;0;2
SED-Einfluss;0;2
SMS-Dienst;0;2
SPIEGEL-Online-Bericht;0;2
Samenerguss;0;2
Sanierungsprozess;0;2
Schachenschloss;0;2
Schadstoffausstoß;0;2
Schaffensprozess;0;2
Schamhaar;0;2
Schankbetrieb;0;2
Schatzamt;0;2
Schaum;0;2
Scheintod;0;2
Schlafplatz;0;2
Schlagloch;0;2
Schlüsselreiz;0;2
Schmusekurs;0;2
Schnupperkurs;0;2
Schoßhund;0;2
Schraubverschluss;0;2
Schreckgespenst;0;2
Schreiblust-Verlag;0;2
Schreibwerk;0;2
Schriftbild;0;2
Schriftstellerkongress;0;2
Schriftstellerverband;0;2
Schul-Förderverein;0;2
Schulausflug;0;2
Schuldistrikt;0;2
Schuldkult;0;2
Schulgeld;0;2
Schulhaus;0;2
Schulkind;0;2
Schulstress;0;2
Schulterschluss;0;2
Schutzraum;0;2
Schwierigkeitsgerad;0;2
Schwingkreis;0;2
Schwitzhaus;0;2
Schwulenreferat;0;2
Schwur;0;2
Schäferhund;0;2
Schöpfungsakt;0;2
Schöpfungskreis;0;2
Schützenplatz;0;2
Seelenschmerz;0;2
Seeweg;0;2
Seglerbuch;0;2
Sehsinn;0;2
Seitenverhältniss;0;2
Sekt;0;2
Selbsterhalt;0;2
Selbstlernkurs;0;2
Sendebedürfniss;0;2
Senderverbund;0;2
Seniorenheim;0;2
Sensationswert;0;2
Sensenhund;0;2
Shop-Relaunch;0;2
Sicherheitsausschuss;0;2
Sicherheitskonzept;0;2
Sicherheitspolizeigesetz;0;2
Simpsons-Porno-Bild;0;2
Singstück;0;2
Sitzrund;0;2
Smartphone-Projekt;0;2
Socks-Proxi;0;2
Softwaremarkt;0;2
Sokrates-Kontext;0;2
Sommerhaus;0;2
Sonderauftrag;0;2
Sonettkranz;0;2
Songtext;0;2
Sonnenbrand;0;2
Sonnenkult;0;2
Sonntags-Gottesdienst;0;2
Soundpunkt;0;2
Sozialdatenschutz;0;2
Sozialgerichtsgesetz;0;2
Spam-Vermeidungsdienst;0;2
Spaßbad;0;2
Speer;0;2
Sperrgebiet;0;2
Spiegelzelt;0;2
Spielinhalt;0;2
Spielmann;0;2
Spielplan;0;2
Spieß;0;2
Spinger-Verlag;0;2
Spinnennetz;0;2
Spitzenverband;0;2
Spitz;0;2
Sponsoring-Projekt;0;2
Sport-Paket;0;2
Sportamt;0;2
Sportfachgeschäft;0;2
Sportfeld;0;2
Sportjahr;0;2
Sportplatz;0;2
Sprachschatz;0;2
Sprecherrat;0;2
Sprechkurs;0;2
Sprechtag;0;2
Sprungbrett;0;2
Spätnachmittagshalbschlaf;0;2
Staatsangehörigkeitsgesetz;0;2
Staatsbegräbniss;0;2
Staatsmann;0;2
Staatsverständniss;0;2
Stadtfest;0;2
Stadtoberhaupt;0;2
Stadtteilbad;0;2
Starkult;0;2
Startschuss;0;2
Stationsarzt;0;2
Statistik-Referat;0;2
Statusentzug;0;2
Steakhaus;0;2
Stecknadelkopf;0;2
Stehsatz;0;2
Steinhaus;0;2
Sterbegeld;0;2
Sternenzelt;0;2
Steuergeheimniss;0;2
Steuersatz;0;2
Steuerstaat;0;2
Stich;0;2
Stichtag;0;2
Stiegenhaus;0;2
Stiftungsbeirat;0;2
Stimmvolk;0;2
Stirnpaar;0;2
Stockwerk;0;2
Strafantrag;0;2
Strafgerichtshof;0;2
